CONTENT TYPE,PROGRAM NAME,CONTENT NAME,SEASON NUMBER,PARTNER ID,IMPRESSIONS,ESTIMATED PARTNER EARNINGS,eCPM
SERIES,Karamo,"S01:E83 - Mom, You've Never Stopped Choosing Men Over Me / Unlock the Phone: Prove You Are Not Cheating",1,KA-0683,10227,46.14096990000002,4.511681812848345
SERIES,Karamo,S01:E84 - Why Women Cheat... a Discussion,1,KA-0685,10138,46.529892499999974,4.589652051686721
SERIES,Maury,S12:E72 - You're Twice My Daughter's Age... I'll Prove You Cheat!,12,MS-1272,9835,43.259094199999986,4.398484412811387
SERIES,Maury,S12:E85 - Test Him! Does My Fiance Have a Secret Sex Life?,12,MS-1285,9038,40.61786965000002,4.494121448329278
SERIES,Maury,S12:E84 - My Daughter Sleeps Around... You're Not Her Baby's Dad!,12,MS-1284,8957,39.55388299999999,4.415974433404041
SERIES,Maury,S12:E80 - Did My Husband Have Sex With My Mom? Test Him!,12,MS-1280,8918,40.615930799999965,4.55437663153173
SERIES,Maury,S12:E116 - Did Maurio Have 5 Babies With 5 Women? Test Him!,12,MS-12116,8450,37.45566819999998,4.432623455621299
SERIES,Maury,S12:E75 - You Cheated on My Brother... Your 3 Kids Aren't His!,12,MS-1275,7827,34.59286989999997,4.419684412929598
SERIES,Maury,S12:E79 - DNA Will Prove... My Five Kids Are Yours!,12,MS-1279,7797,34.703913899999996,4.450931627549057
SERIES,Judge Mom,S02:E01 - For Love or Money,2,JM-0301,3787,18.720305649999982,4.943307538949032
SERIES,Judge Mom,S02:E02 - Battle Royale,2,JM-0302,2761,12.896792449999992,4.671058475190145
SERIES,Judge Dad,S02:E01 - A Reason to Worry,2,JD-0201,2346,12.199200849999997,5.200000362318839
SERIES,Judge Dad,S03:E04 - My Only Fan Is Your Husband,3,JD-0304,2076,9.440972949999994,4.547674831406548
SERIES,Judge Dad,S03:E02 - Roommate Rumble,3,JD-0302,2030,9.680199500000004,4.768571182266012
SERIES,Judge Dad,S03:E01 - Neighbor's Zoom Feud,3,JD-0301,1874,9.308075449999995,4.966955949839912
SERIES,Judge Dad,S02:E02 - War of the Roses,2,JD-0202,1794,8.687078199999997,4.8422955406911905
SERIES,Judge Mom,S02:E04 - Ink Is Best Served Cold,2,JM-0304,1745,8.005462349999998,4.587657507163323
SERIES,Judge Mom,S02:E03 - Car Service Scandals,2,JM-0303,1740,8.157430449999998,4.688178419540229
SERIES,Judge Mom,S02:E05 - Tornado Tassel,2,JM-0305,1653,7.6416615000000006,4.6229047186932855
SERIES,Judge Dad,S02:E05 - Love or Visa?,2,JD-0205,1601,7.463374850000001,4.661695721424111
SERIES,Judge Dad,S03:E06 - Family Food Truck Fiasco,3,JD-0306,1487,6.741832799999999,4.533848554135844
SERIES,Judge Dad,S02:E03 - My Violent Valentine,2,JD-0203,1432,7.0684809999999985,4.936090083798882
SERIES,Judge Mom,S02:E06 - Caught in the Act,2,JM-0306,1415,6.39098,4.516593639575971
SERIES,Judge Dad,S01:E03 - Fit Flirter,1,JD-0103,1329,6.3802275,4.800773137697517
SERIES,Judge Dad,S03:E07 - Smile! You're on Doggie Cam,3,JD-0307,1319,6.0323191,4.573403411675511
SERIES,Judge Dad,S02:E04 - Pups in the City,2,JD-0204,1237,5.979106550000003,4.833554203718676
SERIES,Judge Dad,S03:E03 - Hair We Go,3,JD-0303,1235,5.7420661999999965,4.649446315789471
SERIES,Judge Mom,S02:E07 - Shadows of Doubt,2,JM-0307,1227,5.610017850000002,4.572141687041566
SERIES,Judge Mom,S02:E08 - Nuptial Nemesis,2,JM-0308,1189,5.402232800000003,4.543509503784695
SERIES,Judge Mom,S01:E01 - Alienated Whistleblower,1,JM-0201,1159,5.444675850000002,4.69773584987058
SERIES,Judge Dad,S03:E11 - Ve-Gone,3,JD-0311,1127,5.023638549999999,4.45753198757764
SERIES,Judge Mom,"S02:E09 - Little League, Big Problems",2,JM-0309,1061,4.940085250000002,4.656065268614516
SERIES,Judge Mom,S01:E04 - Adults Only,1,JM-0204,1036,4.8774615,4.707974420849421
SERIES,Judge Dad,S01:E04 - No No in the Mo Mo,1,JD-0104,1006,4.7192697,4.69112296222664
SERIES,Judge Dad,S02:E10 - My Big Bro Caused My Divorce,2,JD-0210,993,4.6674044,4.7003065458207445
SERIES,Judge Mom,S01:E02 - Psychic Promises,1,JM-0202,979,4.615460900000001,4.714464657814097
SERIES,Judge Dad,S01:E08 - Secret Slasher,1,JD-0108,976,4.5436707499999995,4.655400358606557
SERIES,Judge Dad,S03:E08 - Baby Not on Board,3,JD-0308,961,4.328990500000001,4.504672736732571
SERIES,Judge Mom,S02:E11 - Rascal Roy & HOA Nightmare,2,JM-0311,926,4.4111956999999995,4.763710259179265
SERIES,Judge Dad,S01:E01 - Frick Your Frock,1,JD-0101,924,4.6519361,5.03456287878788
SERIES,Judge Mom,S01:E03 - Daddy Dearest,1,JM-0203,914,4.327055899999999,4.734196827133477
SERIES,Judge Dad,S03:E12 - More Than Just the Mags,3,JD-0312,911,4.06733075,4.464687980241493
SERIES,Judge Dad,S03:E15 - Last Fling Before the Ring,3,JD-0315,908,3.9651964499999974,4.366956442731275
SERIES,Judge Dad,S02:E08 - Saucy Sisters,2,JD-0208,903,4.2768022000000006,4.736215060908085
SERIES,Judge Dad,S02:E07 - Slum Village,2,JD-0207,894,4.214175900000001,4.713843288590605
SERIES,Judge Mom,S02:E14 - Deflated Love,2,JM-0314,860,3.9496439999999984,4.592609302325579
SERIES,Judge Mom,"S02:E12 - Conception, Deception",2,JM-0312,845,3.8226412500000007,4.5238357988165685
SERIES,Judge Dad,S02:E06 - Crypto Crook,2,JD-0206,844,3.9845288500000002,4.721005746445498
SERIES,Judge Dad,"S01:E05 - Lights, Camera, No Action",1,JD-0105,843,3.9269507000000003,4.658304507710558
SERIES,Judge Dad,S01:E02 - Not My Corona,1,JD-0102,819,4.0179890999999985,4.905969597069595
SERIES,Judge Dad,S03:E14 - Tip Me Ova,3,JD-0314,811,3.5655052000000005,4.396430579531443
SERIES,Judge Dad,S02:E09 - Over My Dead Body!,2,JD-0209,801,3.861132649999999,4.820390324594256
SERIES,Judge Dad,S03:E09 - Show Me the Money,3,JD-0309,799,3.7195838500000007,4.6552989361702135
SERIES,Judge Mom,S02:E13 - The Hero-Con,2,JM-0313,760,3.555174300000002,4.677860921052634
SERIES,Judge Dad,S03:E05 - Life in Plastic Is Not Fantastic,3,JD-0305,758,3.5930800500000024,4.740211147757259
SERIES,Judge Dad,S03:E13 - I Get It From My Mama,3,JD-0313,740,3.37965865,4.567106283783784
SERIES,Judge Dad,S01:E06 - The Results Are Baked In,1,JD-0106,723,3.389326549999999,4.687865214384507
SERIES,Judge Dad,S01:E09 - Riding Dirty,1,JD-0109,715,3.353431049999999,4.690113356643355
SERIES,Judge Mom,S02:E10 - Waisting Away,2,JM-0310,713,3.3170408500000015,4.65223120617111
SERIES,Judge Mom,S01:E06 - Will-Fully Repugnant,1,JM-0206,704,3.3408247,4.745489630681818
SERIES,Judge Dad,S03:E10 - Puff Puff Trash,3,JD-0310,690,3.1992759,4.636631739130435
SERIES,Judge Mom,S01:E08 - Baby Blues,1,JM-0208,665,3.15027085,4.737249398496241
SERIES,Judge Dad,S01:E10 - Party in the Hood,1,JD-0110,650,3.009139400000001,4.629445230769233
SERIES,Judge Mom,S01:E07 - Tickets to Lies,1,JM-0207,626,2.854893299999999,4.560532428115015
SERIES,Judge Mom,S01:E05 - Franken-Dress,1,JM-0205,584,2.6721560500000003,4.575609674657535
SERIES,Judge Dad,S01:E07 - Gold Digger,1,JD-0107,537,2.5669132999999986,4.780099255121041
SERIES,Judge Dad,"S01:E14 - Fired Up, Ready to Go",1,JD-0114,489,2.2116923500000003,4.522888241308794
SERIES,Judge Dad,S01:E12 - Netflix and Chill,1,JD-0112,477,2.182527149999999,4.575528616352199
SERIES,Judge Dad,S01:E15 - AirPnP,1,JD-0115,466,2.154035149999999,4.62239302575107
SERIES,Judge Mom,S01:E10 - Piglet Parade,1,JM-0210,456,2.1076362000000004,4.622009210526317
SERIES,Judge Mom,S01:E09 - Anniversary Blowout,1,JM-0209,449,2.1664732000000004,4.825107349665925
SERIES,Judge Dad,S01:E13 - Party Girl Cruise,1,JD-0113,417,1.8469726499999997,4.429191007194244
SERIES,Judge Dad,S01:E11 - Ruff Times,1,JD-0111,388,1.9429674000000001,5.007647938144331
